County,State,Population,White Population,Black Population,Hispanic Population,Asian Population,Native Hawaiian or Pacific Islander,Median Age,Employed,Unemployed,Household Income,Per Capita Income,Avg Rent,Avg Rent plus Utilities,Median Home Value,Avg Monthly Cost of Home,High School,College,Advanced Degree,Poverty Count,Poverty Rate,Family Poverty,Male Family Poverty,Female Family Poverty,White Poverty,Black Poverty,Hispanic Poverty,Asian Poverty,Native Hawaiian or Pacific Islander Poverty
Northwest Arctic Borough, Alaska,7624.0,902.0,46.0,87.0,44.0,2.0,25.7,3374.0,1826.0,61607.0,21461.0,866.0,1121.0,131000.0,1286.0,1664,349,199,1662.0,21.799580272822666,281.0,78.0,119.0,56.0,0.0,12.0,0.0,0.0
Petersburg Census Area, Alaska,3806.0,2733.0,60.0,204.0,32.0,13.0,42.4,2294.0,804.0,63934.0,34183.0,646.0,847.0,215100.0,1486.0,830,727,231,509.0,13.373620599054124,69.0,6.0,45.0,328.0,2.0,43.0,0.0,0.0
Prince of Wales-Hyder Census Area, Alaska,5672.0,2827.0,11.0,154.0,47.0,21.0,39.4,2847.0,1548.0,46071.0,24581.0,577.0,761.0,162500.0,1322.0,1643,592,182,850.0,14.98589562764457,180.0,31.0,92.0,422.0,0.0,12.0,0.0,0.0
Sitka City and Borough, Alaska,8945.0,5865.0,72.0,475.0,479.0,17.0,38.5,5099.0,2000.0,69405.0,32521.0,908.0,1139.0,323200.0,1862.0,1328,1742,786,879.0,9.826718837339296,142.0,56.0,61.0,464.0,14.0,24.0,3.0,0.0
Skagway Municipality, Alaska,1080.0,844.0,0.0,12.0,147.0,0.0,44.3,754.0,127.0,71667.0,37139.0,908.0,1057.0,305600.0,2139.0,242,181,40,59.0,5.462962962962963,3.0,0.0,0.0,47.0,0.0,0.0,9.0,0.0
Southeast Fairbanks Census Area, Alaska,7047.0,5678.0,111.0,283.0,149.0,37.0,35.9,3488.0,1884.0,56801.0,29437.0,959.0,1175.0,175000.0,1363.0,1399,1113,361,924.0,13.111962537249893,151.0,9.0,68.0,715.0,0.0,75.0,19.0,0.0
Valdez-Cordova Census Area, Alaska,9682.0,7079.0,38.0,382.0,357.0,68.0,38.0,5167.0,2330.0,74878.0,32579.0,744.0,871.0,177700.0,1635.0,1608,1656,537,787.0,8.128485850030986,153.0,19.0,32.0,409.0,0.0,33.0,11.0,24.0
Wade Hampton Census Area, Alaska,7678.0,276.0,15.0,17.0,38.0,24.0,22.0,2878.0,1951.0,40176.0,11210.0,320.0,666.0,109300.0,579.0,1613,211,55,2398.0,31.23209169054441,421.0,72.0,183.0,17.0,0.0,5.0,0.0,0.0
Wrangell City and Borough, Alaska,2371.0,1604.0,3.0,62.0,35.0,0.0,53.3,1184.0,835.0,45841.0,28474.0,609.0,772.0,157400.0,1426.0,700,334,59,223.0,9.405314213412062,43.0,13.0,18.0,84.0,2.0,0.0,0.0,0.0
Yakutat City and Borough, Alaska,607.0,215.0,39.0,11.0,8.0,2.0,41.0,387.0,94.0,72500.0,34317.0,640.0,972.0,147500.0,1321.0,122,89,21,36.0,5.930807248764415,11.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0
Yukon-Koyukuk Census Area, Alaska,5656.0,1261.0,8.0,80.0,29.0,18.0,35.3,2589.0,1644.0,34710.0,19729.0,404.0,669.0,106500.0,1146.0,1353,403,104,1359.0,24.027581329561528,235.0,44.0,128.0,158.0,4.0,57.0,13.0,18.0
Apache County, Arizona,71978.0,17165.0,279.0,4352.0,286.0,221.0,32.7,23450.0,29246.0,31476.0,12709.0,330.0,536.0,83100.0,935.0,15366,6029,1551,25573.0,35.528911611881405,3796.0,645.0,1592.0,2823.0,82.0,1030.0,86.0,104.0
Cochise County, Arizona,131038.0,104532.0,4971.0,43170.0,2217.0,355.0,39.8,55261.0,49187.0,45755.0,23608.0,618.0,778.0,146200.0,1216.0,22270,21259,7477,20786.0,15.862574215113174,4060.0,397.0,1611.0,15337.0,392.0,10586.0,134.0,20.0
Coconino County, Arizona,134795.0,83712.0,1846.0,18415.0,1929.0,152.0,31.0,70872.0,36469.0,49555.0,23382.0,868.0,996.0,220400.0,1515.0,18708,21025,10385,29171.0,21.641010423235283,4638.0,582.0,2113.0,12217.0,315.0,5469.0,576.0,54.0
Gila County, Arizona,53335.0,42459.0,306.0,9702.0,194.0,16.0,47.9,20925.0,22420.0,39954.0,20792.0,603.0,743.0,134000.0,1182.0,12215,6877,2711,11301.0,21.188712852723352,1813.0,272.0,687.0,6773.0,112.0,1811.0,0.0,0.0
Graham County, Arizona,37168.0,28395.0,760.0,11472.0,199.0,71.0,31.9,13984.0,13780.0,44943.0,17168.0,519.0,711.0,122200.0,1086.0,7813,3279,1110,7402.0,19.91498062849763,1353.0,108.0,604.0,4342.0,33.0,1930.0,3.0,0.0
Greenlee County, Arizona,8679.0,7589.0,79.0,4120.0,25.0,0.0,33.6,3661.0,2745.0,47992.0,20516.0,236.0,381.0,81000.0,831.0,2078,812,158,1366.0,15.739140453969352,297.0,63.0,77.0,1116.0,0.0,783.0,0.0,0.0
La Paz County, Arizona,20408.0,14588.0,196.0,4941.0,146.0,45.0,53.8,7441.0,9790.0,35776.0,22200.0,405.0,553.0,88800.0,1032.0,5613,2080,483,3921.0,19.213053704429637,874.0,113.0,393.0,2232.0,136.0,1158.0,67.0,31.0
Maricopa County, Arizona,3889161.0,3137012.0,199310.0,1155592.0,138405.0,7790.0,35.0,1922164.0,1068725.0,53596.0,27256.0,793.0,943.0,176500.0,1528.0,610991,686496,265156,639233.0,16.436269930712562,113890.0,14587.0,52220.0,466893.0,48898.0,332253.0,17506.0,1525.0
Mohave County, Arizona,201680.0,179492.0,2284.0,30474.0,2100.0,329.0,48.0,79832.0,86506.0,39200.0,20833.0,628.0,803.0,133900.0,1119.0,52666,22312,6348,37644.0,18.66521221737406,6756.0,757.0,2642.0,32282.0,727.0,8343.0,120.0,56.0
Navajo County, Arizona,107326.0,52711.0,476.0,11650.0,491.0,263.0,35.2,40266.0,39384.0,36927.0,16626.0,500.0,668.0,112200.0,1142.0,20338,11513,3761,31677.0,29.514749454931703,6120.0,693.0,3096.0,9188.0,94.0,3053.0,55.0,91.0
Pima County, Arizona,986891.0,782731.0,35791.0,345072.0,26694.0,1246.0,37.8,470811.0,319309.0,45841.0,25269.0,675.0,798.0,167500.0,1387.0,155236,168224,79369,184668.0,18.71209687797335,31643.0,3837.0,15936.0,131352.0,8071.0,90802.0,4501.0,225.0
Pinal County, Arizona,379128.0,298828.0,17847.0,109232.0,6052.0,1707.0,36.1,151696.0,138981.0,50027.0,20910.0,755.0,966.0,120200.0,1332.0,77209,52879,15399,55245.0,14.571595872634045,9757.0,1154.0,4451.0,38331.0,2804.0,20714.0,624.0,199.0
Santa Cruz County, Arizona,47122.0,35147.0,259.0,38978.0,329.0,29.0,35.7,19943.0,14683.0,37745.0,17664.0,509.0,630.0,140000.0,1151.0,8904,5761,1831,12285.0,26.070625185688215,2418.0,94.0,1114.0,8256.0,23.0,10987.0,31.0,0.0
Yavapai County, Arizona,211968.0,194869.0,1293.0,29107.0,1715.0,46.0,50.1,92712.0,84770.0,42987.0,25186.0,701.0,847.0,184100.0,1312.0,41723,38615,13663,33026.0,15.580653683574878,6118.0,822.0,2115.0,29118.0,241.0,7550.0,187.0,13.0
Yuma County, Arizona,199026.0,152509.0,4330.0,119671.0,2171.0,337.0,33.4,83490.0,67208.0,41595.0,18840.0,680.0,827.0,118000.0,1169.0,33303,20076,5599,38603.0,19.39595831700381,9089.0,1115.0,3905.0,27766.0,652.0,29985.0,181.0,146.0
Arkansas County, Arkansas,18957.0,13727.0,4735.0,539.0,112.0,12.0,41.1,9456.0,5611.0,39633.0,23045.0,392.0,631.0,75500.0,904.0,6136,1863,601,2924.0,15.424381494962283,533.0,44.0,286.0,1413.0,1382.0,220.0,19.0,0.0
Ashley County, Arkansas,21645.0,15237.0,5513.0,1079.0,29.0,0.0,39.7,9585.0,7441.0,35683.0,19761.0,355.0,572.0,62500.0,844.0,6698,1862,547,4044.0,18.683298683298684,1012.0,56.0,567.0,2001.0,1809.0,303.0,21.0,0.0
Baxter County, Arkansas,41281.0,39951.0,160.0,742.0,228.0,8.0,50.9,16584.0,18164.0,35343.0,21334.0,465.0,592.0,120000.0,945.0,11697,6332,1317,6278.0,15.207964923330346,1277.0,232.0,466.0,6008.0,1.0,166.0,29.0,8.0
Benton County, Arkansas,227439.0,198416.0,2840.0,35600.0,7162.0,555.0,34.7,109793.0,60832.0,54515.0,26715.0,596.0,774.0,147500.0,1201.0,47023,36726,13327,27327.0,12.015089760331342,5306.0,440.0,2082.0,22269.0,746.0,8377.0,596.0,403.0
Boone County, Arkansas,37099.0,35856.0,101.0,769.0,184.0,0.0,41.5,16518.0,13091.0,38506.0,22160.0,427.0,587.0,106400.0,911.0,10067,4263,1390,6056.0,16.32389013180948,1399.0,189.0,615.0,5662.0,68.0,218.0,47.0,0.0
Bradley County, Arkansas,11418.0,6991.0,3207.0,1553.0,0.0,0.0,40.2,4793.0,4155.0,30409.0,19386.0,372.0,606.0,62900.0,836.0,3472,932,239,3522.0,30.846032580136626,734.0,59.0,451.0,1579.0,1461.0,631.0,0.0,0.0
Calhoun County, Arkansas,5319.0,3936.0,1344.0,45.0,13.0,0.0,42.7,2488.0,1981.0,30980.0,17763.0,340.0,593.0,58300.0,842.0,1929,452,87,777.0,14.608009024252679,128.0,26.0,35.0,543.0,226.0,3.0,0.0,0.0
Carroll County, Arkansas,27531.0,25397.0,46.0,3725.0,148.0,5.0,44.2,12831.0,9257.0,36584.0,20637.0,438.0,600.0,120000.0,962.0,7548,3420,1039,5101.0,18.5282045693945,980.0,52.0,382.0,4588.0,4.0,1139.0,60.0,0.0
Chicot County, Arkansas,11621.0,4827.0,6291.0,573.0,26.0,0.0,42.4,4262.0,4963.0,26201.0,16538.0,306.0,513.0,54700.0,914.0,3545,911,301,3592.0,30.90956027880561,726.0,65.0,493.0,389.0,2896.0,364.0,21.0,0.0
Clark County, Arkansas,22912.0,16854.0,5509.0,951.0,138.0,0.0,33.5,10752.0,8220.0,32721.0,17960.0,414.0,588.0,86600.0,948.0,4974,2589,1260,4912.0,21.43854748603352,943.0,136.0,541.0,3039.0,1741.0,260.0,0.0,0.0
Clay County, Arkansas,15790.0,15378.0,35.0,242.0,12.0,0.0,42.9,7224.0,5582.0,31502.0,18509.0,291.0,463.0,62400.0,751.0,4989,1247,332,3160.0,20.01266624445852,669.0,91.0,308.0,3027.0,1.0,19.0,0.0,0.0
Cleburne County, Arkansas,25856.0,25158.0,174.0,558.0,42.0,0.0,46.4,10866.0,10542.0,40246.0,23044.0,463.0,662.0,117900.0,906.0,7353,3207,1090,4003.0,15.481899752475247,838.0,31.0,370.0,3896.0,28.0,301.0,2.0,0.0
Cleveland County, Arkansas,8648.0,7375.0,1126.0,55.0,7.0,0.0,40.3,3764.0,3066.0,39420.0,20622.0,365.0,620.0,78300.0,928.0,2668,1133,180,1520.0,17.57631822386679,392.0,36.0,202.0,937.0,543.0,20.0,0.0,0.0
Columbia County, Arkansas,24512.0,14740.0,8949.0,592.0,230.0,4.0,36.1,10954.0,8842.0,35128.0,19439.0,339.0,573.0,78900.0,923.0,5810,3302,940,5831.0,23.78834856396867,1187.0,104.0,765.0,1712.0,3667.0,458.0,111.0,0.0
Conway County, Arkansas,21235.0,18177.0,2497.0,788.0,20.0,0.0,40.6,9254.0,7580.0,35225.0,20040.0,413.0,613.0,86100.0,896.0,6479,2094,666,5037.0,23.720273133976924,1043.0,142.0,501.0,3984.0,939.0,396.0,8.0,0.0
Craighead County, Arkansas,98398.0,81730.0,13317.0,4438.0,1169.0,27.0,33.1,47910.0,28705.0,41393.0,23138.0,512.0,648.0,120700.0,1009.0,21459,13096,5330,19542.0,19.860159759344704,4138.0,420.0,2511.0,12496.0,5995.0,1497.0,234.0,27.0
Crawford County, Arkansas,61796.0,56307.0,849.0,3895.0,935.0,0.0,38.3,27943.0,19522.0,39479.0,19477.0,424.0,581.0,102800.0,948.0,16300,7173,1805,12350.0,19.98511230500356,2785.0,423.0,1283.0,10888.0,247.0,1597.0,130.0,0.0
Crittenden County, Arkansas,50447.0,23236.0,25497.0,1069.0,384.0,58.0,34.4,23478.0,14178.0,37751.0,19665.0,483.0,693.0,99500.0,1051.0,11655,4894,1136,13122.0,26.011457569330187,2570.0,128.0,2045.0,2526.0,10194.0,360.0,4.0,21.0
Cross County, Arkansas,17760.0,13380.0,3924.0,280.0,109.0,0.0,39.4,8051.0,5808.0,38085.0,18701.0,414.0,641.0,78400.0,925.0,5749,1477,422,3042.0,17.12837837837838,667.0,2.0,353.0,1733.0,1258.0,0.0,2.0,0.0
Dallas County, Arkansas,8045.0,4449.0,3326.0,199.0,195.0,0.0,43.0,3204.0,3176.0,28931.0,16838.0,288.0,454.0,59200.0,846.0,3024,680,166,1498.0,18.620261031696707,296.0,51.0,163.0,565.0,916.0,87.0,0.0,0.0
Desha County, Arkansas,12774.0,6196.0,6131.0,574.0,0.0,0.0,39.3,5780.0,4037.0,28680.0,19822.0,316.0,553.0,55100.0,850.0,3672,1110,311,3809.0,29.81838108658212,877.0,33.0,623.0,700.0,2901.0,226.0,0.0,0.0
Drew County, Arkansas,18686.0,12975.0,5290.0,487.0,124.0,0.0,37.4,8732.0,6116.0,31171.0,17057.0,392.0,599.0,83300.0,930.0,4438,2075,696,4999.0,26.752649042063577,1065.0,30.0,601.0,2490.0,2377.0,125.0,6.0,0.0
Faulkner County, Arkansas,115928.0,98484.0,12326.0,4558.0,1454.0,22.0,31.4,60640.0,29737.0,50314.0,24401.0,548.0,713.0,137800.0,1122.0,22167,17274,6314,16147.0,13.928472845214271,2611.0,311.0,1448.0,12302.0,2810.0,1155.0,169.0,0.0
Franklin County, Arkansas,18063.0,17165.0,188.0,434.0,63.0,0.0,40.9,7965.0,6271.0,36766.0,19135.0,418.0,572.0,93000.0,891.0,4953,1851,519,3632.0,20.10740187122848,824.0,135.0,374.0,3419.0,101.0,168.0,50.0,0.0
Fulton County, Arkansas,12266.0,11915.0,22.0,124.0,128.0,0.0,47.3,5115.0,4935.0,35522.0,19326.0,317.0,469.0,88200.0,841.0,3804,1127,380,2241.0,18.27001467471058,417.0,8.0,248.0,2187.0,0.0,36.0,3.0,0.0
Garland County, Arkansas,96547.0,82093.0,7978.0,4791.0,877.0,26.0,44.2,43146.0,35619.0,39162.0,23170.0,521.0,717.0,130500.0,1033.0,22805,14435,5231,19558.0,20.25749117010368,3886.0,536.0,1611.0,13859.0,3590.0,1555.0,56.0,0.0
Grant County, Arkansas,17922.0,17098.0,433.0,414.0,76.0,2.0,39.6,8602.0,5552.0,49004.0,23239.0,508.0,715.0,100800.0,1016.0,4981,2239,718,1752.0,9.775694676933378,349.0,16.0,200.0,1519.0,175.0,68.0,0.0,0.0
Greene County, Arkansas,42580.0,41228.0,299.0,993.0,43.0,0.0,37.6,19208.0,13849.0,38413.0,19652.0,448.0,634.0,99100.0,937.0,12312,3965,1422,7155.0,16.80366369187412,1424.0,98.0,729.0,6828.0,119.0,184.0,31.0,0.0
Hempstead County, Arkansas,22509.0,14850.0,6671.0,2739.0,4.0,0.0,38.8,10184.0,6924.0,32056.0,17376.0,381.0,573.0,73100.0,957.0,5845,2494,591,6080.0,27.01141765516016,1224.0,139.0,666.0,3293.0,2358.0,1617.0,0.0,0.0
Hot Spring County, Arkansas,33182.0,28641.0,3803.0,989.0,15.0,0.0,40.1,14845.0,11773.0,41193.0,19286.0,429.0,632.0,81300.0,872.0,9612,3773,984,4458.0,13.4349948767404,892.0,67.0,510.0,3682.0,673.0,280.0,0.0,0.0
Howard County, Arkansas,13748.0,9473.0,2944.0,1375.0,32.0,0.0,36.9,6552.0,3968.0,35879.0,18707.0,363.0,552.0,74500.0,840.0,3450,1079,423,3137.0,22.817864416642422,726.0,56.0,434.0,1502.0,879.0,810.0,3.0,0.0
Independence County, Arkansas,36786.0,34774.0,986.0,2166.0,91.0,0.0,38.3,17074.0,11953.0,35026.0,20289.0,414.0,589.0,88900.0,925.0,10076,3775,1163,8417.0,22.880987332137227,1869.0,249.0,982.0,7630.0,509.0,777.0,0.0,0.0
Izard County, Arkansas,13560.0,12998.0,138.0,217.0,28.0,64.0,47.5,5020.0,6271.0,30661.0,18040.0,339.0,530.0,73900.0,767.0,4097,1299,456,2402.0,17.71386430678466,599.0,47.0,223.0,2288.0,20.0,61.0,0.0,0.0
Jackson County, Arkansas,17809.0,14320.0,2914.0,457.0,50.0,0.0,41.2,6525.0,8097.0,30284.0,15609.0,330.0,536.0,56500.0,717.0,5839,1415,341,4237.0,23.791341456566904,968.0,68.0,569.0,3022.0,1030.0,155.0,0.0,0.0
Jefferson County, Arkansas,75782.0,31830.0,41980.0,1270.0,532.0,45.0,37.5,33575.0,26384.0,37140.0,19353.0,442.0,650.0,81100.0,948.0,18923,8562,2745,16716.0,22.058008498060225,3285.0,354.0,1984.0,3686.0,12761.0,111.0,46.0,21.0
Johnson County, Arkansas,25655.0,23919.0,474.0,3229.0,194.0,49.0,38.6,11063.0,8980.0,31003.0,19366.0,440.0,600.0,88700.0,828.0,7344,2287,680,4999.0,19.48548041317482,1087.0,74.0,505.0,4480.0,136.0,925.0,18.0,24.0
Lafayette County, Arkansas,7501.0,4624.0,2809.0,138.0,0.0,8.0,43.7,2948.0,3131.0,29732.0,17212.0,277.0,472.0,52200.0,782.0,2378,584,146,1766.0,23.54352752966271,328.0,26.0,215.0,619.0,1128.0,20.0,0.0,0.0
Lawrence County, Arkansas,17227.0,16795.0,132.0,179.0,0.0,0.0,40.6,7060.0,6742.0,32239.0,15971.0,338.0,516.0,59800.0,692.0,5211,1536,429,4191.0,24.32808962674871,846.0,59.0,285.0,4047.0,32.0,123.0,0.0,0.0
Lee County, Arkansas,10267.0,4372.0,5795.0,204.0,0.0,0.0,39.8,3632.0,4818.0,25034.0,12529.0,309.0,538.0,54700.0,748.0,3105,665,157,2780.0,27.077042953150873,587.0,27.0,346.0,554.0,2162.0,85.0,0.0,0.0
Lincoln County, Arkansas,14148.0,9414.0,4115.0,481.0,0.0,0.0,36.9,4826.0,6903.0,32697.0,15023.0,360.0,567.0,59300.0,771.0,4402,996,178,2869.0,20.27848459146169,719.0,162.0,303.0,1563.0,1001.0,155.0,0.0,0.0
Little River County, Arkansas,12992.0,9688.0,2588.0,370.0,0.0,0.0,41.3,5879.0,4515.0,39673.0,19880.0,303.0,502.0,80900.0,859.0,3613,1426,252,1788.0,13.76231527093596,381.0,15.0,255.0,1199.0,415.0,141.0,0.0,0.0
Logan County, Arkansas,22221.0,20846.0,412.0,538.0,409.0,0.0,41.9,9583.0,8052.0,34996.0,19046.0,338.0,511.0,81100.0,799.0,6594,2295,397,3800.0,17.100940551730346,765.0,79.0,408.0,3310.0,230.0,191.0,98.0,0.0
Lonoke County, Arkansas,69266.0,62158.0,4311.0,2443.0,474.0,0.0,35.4,35085.0,17170.0,52582.0,23218.0,517.0,688.0,120600.0,1081.0,16031,9311,2494,9076.0,13.103109750815696,2007.0,209.0,1010.0,6940.0,1461.0,744.0,21.0,0.0
Madison County, Arkansas,15671.0,14933.0,24.0,783.0,89.0,0.0,40.7,7172.0,5218.0,35771.0,18754.0,388.0,584.0,92800.0,916.0,4659,1115,288,3518.0,22.449109820687895,775.0,44.0,261.0,3335.0,10.0,274.0,17.0,0.0
Marion County, Arkansas,16605.0,16027.0,34.0,325.0,77.0,0.0,50.8,6710.0,7353.0,34494.0,18188.0,375.0,558.0,92700.0,797.0,5283,1764,514,3098.0,18.65703101475459,646.0,77.0,194.0,2946.0,23.0,113.0,8.0,0.0
Miller County, Arkansas,43515.0,31333.0,10453.0,1168.0,272.0,0.0,37.4,20653.0,13444.0,41319.0,20636.0,511.0,680.0,92900.0,976.0,11943,4358,1159,8257.0,18.97506606917155,1718.0,132.0,1050.0,4264.0,3578.0,142.0,60.0,0.0
Mississippi County, Arkansas,45912.0,29047.0,15703.0,1702.0,160.0,9.0,35.0,20398.0,14163.0,36428.0,18905.0,376.0,616.0,75300.0,885.0,10909,4433,1359,11188.0,24.368356856595227,2368.0,184.0,1631.0,5593.0,5500.0,282.0,22.0,0.0
Monroe County, Arkansas,8002.0,4546.0,3314.0,153.0,15.0,0.0,43.8,3199.0,3253.0,27263.0,16939.0,271.0,517.0,52200.0,764.0,2127,883,134,2268.0,28.342914271432143,474.0,74.0,257.0,819.0,1391.0,123.0,0.0,0.0
Montgomery County, Arkansas,9387.0,8913.0,55.0,354.0,4.0,0.0,46.9,3646.0,3982.0,31345.0,19021.0,344.0,569.0,76400.0,847.0,2717,1079,296,2031.0,21.63630552892298,392.0,19.0,166.0,1848.0,8.0,138.0,2.0,0.0
Nevada County, Arkansas,8948.0,6017.0,2756.0,248.0,80.0,0.0,41.3,3950.0,3055.0,33694.0,18695.0,342.0,614.0,64600.0,878.0,2678,920,225,2332.0,26.06168976307555,462.0,49.0,275.0,1379.0,937.0,215.0,0.0,0.0
Newton County, Arkansas,8211.0,7808.0,23.0,32.0,7.0,0.0,46.5,3493.0,3234.0,30038.0,17884.0,244.0,332.0,74600.0,840.0,2528,865,227,1916.0,23.334551211789062,506.0,26.0,52.0,1697.0,2.0,4.0,7.0,0.0
Ouachita County, Arkansas,25651.0,14763.0,10331.0,437.0,26.0,0.0,42.6,11492.0,8894.0,32015.0,18975.0,326.0,566.0,70000.0,862.0,7377,3168,751,5847.0,22.79443296557639,1359.0,96.0,907.0,2373.0,3327.0,210.0,0.0,0.0
Perry County, Arkansas,10381.0,9830.0,290.0,264.0,9.0,0.0,42.4,4505.0,3840.0,42455.0,22047.0,383.0,585.0,77700.0,857.0,3319,983,258,1587.0,15.287544552547924,279.0,32.0,62.0,1410.0,93.0,6.0,9.0,0.0
Phillips County, Arkansas,21253.0,7702.0,13281.0,301.0,21.0,0.0,37.4,8892.0,7114.0,26737.0,16830.0,343.0,586.0,59500.0,896.0,4389,2399,514,7041.0,33.12944054956947,1446.0,73.0,1059.0,862.0,6031.0,46.0,0.0,0.0
Pike County, Arkansas,11250.0,10035.0,353.0,738.0,37.0,0.0,40.7,4969.0,3886.0,32206.0,18377.0,320.0,486.0,75200.0,840.0,2798,1115,447,2737.0,24.32888888888889,623.0,106.0,261.0,2038.0,107.0,500.0,1.0,0.0
Poinsett County, Arkansas,24403.0,21957.0,1853.0,588.0,7.0,0.0,39.8,10436.0,8581.0,32089.0,16919.0,313.0,498.0,71300.0,862.0,7263,1779,365,6665.0,27.31221571118305,1440.0,245.0,719.0,5304.0,1031.0,357.0,0.0,0.0
Polk County, Arkansas,20540.0,19084.0,22.0,1223.0,41.0,0.0,43.4,8723.0,7408.0,32835.0,19116.0,362.0,526.0,82700.0,880.0,5667,2320,558,4711.0,22.935735150925023,975.0,213.0,382.0,4230.0,0.0,422.0,0.0,0.0
Pope County, Arkansas,62248.0,56733.0,1982.0,4497.0,450.0,0.0,35.3,30291.0,19230.0,40453.0,19918.0,459.0,633.0,110200.0,919.0,13514,7236,2692,11455.0,18.402197660969026,2419.0,301.0,1035.0,9926.0,656.0,1655.0,33.0,0.0
Prairie County, Arkansas,8573.0,7380.0,1085.0,80.0,18.0,0.0,45.0,3666.0,3306.0,34855.0,18137.0,306.0,477.0,72400.0,849.0,2854,653,197,1790.0,20.8795054240056,427.0,15.0,240.0,1395.0,374.0,35.0,0.0,0.0
Pulaski County, Arkansas,386106.0,229193.0,136311.0,22280.0,7700.0,141.0,36.0,198875.0,104470.0,46013.0,27414.0,592.0,770.0,140500.0,1230.0,73532,67372,29431,65283.0,16.908051156936178,11800.0,1254.0,7443.0,24552.0,36757.0,7182.0,758.0,0.0
Randolph County, Arkansas,17896.0,17329.0,82.0,301.0,48.0,1.0,41.7,7353.0,6928.0,34418.0,18871.0,312.0,455.0,74100.0,775.0,4770,1866,514,3809.0,21.284085829235583,898.0,103.0,289.0,3612.0,12.0,128.0,0.0,1.0
St. Francis County, Arkansas,27914.0,12454.0,14416.0,1179.0,69.0,14.0,37.0,10753.0,11393.0,30873.0,15511.0,390.0,599.0,65600.0,861.0,7428,2614,749,6816.0,24.4178548398653,1514.0,185.0,850.0,2085.0,4583.0,185.0,0.0,0.0
Saline County, Arkansas,109844.0,99969.0,5521.0,4299.0,846.0,10.0,38.8,55161.0,31037.0,55348.0,25962.0,595.0,787.0,138600.0,1158.0,26960,17217,5521,9315.0,8.48020829540075,1691.0,167.0,1118.0,8167.0,782.0,607.0,61.0,0.0
Scott County, Arkansas,11111.0,9950.0,16.0,795.0,388.0,0.0,41.3,4833.0,3791.0,37448.0,18934.0,314.0,533.0,82100.0,816.0,2865,944,313,2188.0,19.69219692196922,478.0,29.0,242.0,1993.0,0.0,211.0,6.0,0.0
Searcy County, Arkansas,8101.0,7749.0,32.0,89.0,43.0,0.0,46.6,3184.0,3469.0,30779.0,16731.0,285.0,433.0,85100.0,862.0,2239,823,272,2090.0,25.79928403900753,414.0,53.0,76.0,1905.0,7.0,55.0,43.0,0.0
Sebastian County, Arkansas,126536.0,104959.0,7273.0,15953.0,5453.0,115.0,36.9,58883.0,39713.0,40471.0,23222.0,477.0,621.0,114500.0,982.0,27264,16981,5302,26454.0,20.90630334450275,5245.0,663.0,2675.0,20216.0,2771.0,6757.0,524.0,56.0
Sevier County, Arkansas,17137.0,11486.0,736.0,5392.0,84.0,0.0,34.1,7618.0,4991.0,35153.0,16021.0,342.0,521.0,68800.0,823.0,3723,1207,282,4125.0,24.0707241640894,788.0,70.0,319.0,2283.0,171.0,2146.0,0.0,0.0
Sharp County, Arkansas,17203.0,16541.0,57.0,302.0,231.0,12.0,46.6,6441.0,7637.0,30861.0,16714.0,399.0,581.0,73800.0,760.0,5712,1691,634,4062.0,23.612160669650642,773.0,43.0,254.0,3822.0,24.0,47.0,55.0,12.0
Stone County, Arkansas,12517.0,12149.0,13.0,180.0,83.0,0.0,46.9,5057.0,5136.0,29832.0,17403.0,297.0,472.0,88100.0,840.0,3084,1432,393,3164.0,25.277622433490453,540.0,38.0,113.0,3045.0,0.0,68.0,0.0,0.0
Union County, Arkansas,41307.0,26596.0,13575.0,1453.0,239.0,0.0,39.9,18275.0,14373.0,37435.0,20718.0,376.0,604.0,75000.0,904.0,10722,5448,1343,8734.0,21.14411600939308,2235.0,238.0,1494.0,3557.0,4822.0,544.0,0.0,0.0
Van Buren County, Arkansas,17147.0,16430.0,169.0,475.0,16.0,0.0,46.7,6405.0,7640.0,32517.0,18782.0,345.0,579.0,86700.0,859.0,5078,1931,602,4120.0,24.02752668105208,844.0,27.0,344.0,3850.0,122.0,138.0,5.0,0.0
Washington County, Arkansas,207911.0,162894.0,7172.0,32544.0,4908.0,4505.0,31.2,107283.0,53268.0,41248.0,23264.0,550.0,690.0,148800.0,1203.0,36800,27466,13777,41531.0,19.975374078331594,7134.0,918.0,3517.0,27269.0,2042.0,10648.0,841.0,1256.0
White County, Arkansas,77767.0,71393.0,3340.0,3011.0,353.0,0.0,36.4,35503.0,25726.0,42487.0,21793.0,456.0,620.0,100100.0,962.0,18989,8825,3378,12914.0,16.606015404991833,2787.0,230.0,1220.0,10827.0,1032.0,1105.0,144.0,0.0
Woodruff County, Arkansas,7180.0,5009.0,1995.0,48.0,0.0,5.0,43.6,3060.0,2700.0,28259.0,19087.0,263.0,427.0,58400.0,750.0,2308,625,105,1708.0,23.788300835654596,412.0,58.0,269.0,827.0,823.0,15.0,0.0,0.0
Yell County, Arkansas,22014.0,18259.0,457.0,4208.0,265.0,0.0,39.6,9347.0,7722.0,35535.0,16992.0,377.0,524.0,91200.0,902.0,6567,1457,358,4927.0,22.381211956027983,988.0,129.0,412.0,4143.0,100.0,1322.0,129.0,0.0
